SentenceID,Transcript,Device
speaker66_m_nn_utt14,kowe kudu mbayar utang saiki,
speaker66_m_nn_utt15,apa sih sing kita sawise in donya iki,
speaker66_m_nn_utt16,ibu masak sayur asem neng pawon,
speaker66_m_nn_utt17,adhik dolanan ball neng lapangan,
speaker66_m_nn_utt18,pakdhe nandur jagung neng alas,
speaker66_m_nn_utt19,budi nunggu bis neng halte,
speaker66_m_nn_utt20,kucingku nyolong ikan neng meja,
speaker66_m_nn_utt21,warga kerja bakti neng kampus minggu ngarep,
speaker66_m_nn_utt22,aku ketemu mantan neng mall wingi,
speaker66_m_nn_utt23,bapak arep mancing neng kali mengko sore,
speaker66_m_nn_utt24,sari tuku sate neng pengkolan mengko sore,
speaker66_m_nn_utt25,murid muri upacara neng sekolahan jam pitu,
speaker66_m_nn_utt26,ngluruk tanpa bala menang tanpa ngasorake sekti tanpa aji aji sugih tanpa bandha,
speaker66_m_nn_utt27,sakbegja begjane wong kang lali isih luwih begja wong kang eling lan waspada,
speaker66_m_nn_utt28,datan serik lamun ketaman datan susah lamun kelangan,
speaker66_m_nn_utt29,ojo gumunan ojo getunan ojo kagetan ojo aleman,
speaker66_m_nn_utt30,urip iku wang sinawang mula aja mung nyawang sing sakpenake wae,
speaker67_m_nn_utt01,aku lagi arep mangan sega goreng,
speaker67_m_nn_utt02,kowe mau bengi turu jam pira,
speaker67_m_nn_utt03,omahku cedhak banget karo pasar,
speaker67_m_nn_utt04,sapa sing njupuk buku ning meja,
speaker67_m_nn_utt05,ayo dolan menyang alun alun sore iki,
speaker67_m_nn_utt06,udan deres banget wiwit mau esuk,
speaker67_m_nn_utt07,bapak lagi maca koran ning teras,
speaker67_m_nn_utt08,aja lali nggawa payung yen arep lunga,
speaker67_m_nn_utt09,bocah kui pinter banget nembang jawa,
speaker67_m_nn_utt10,aku ora ngerti apa karepmu,
speaker67_m_nn_utt11,punapa panjenengan sampun dhahar,
speaker67_m_nn_utt12,kula badhe nyuwun pirsa babagan menika,
speaker67_m_nn_utt13,bapak nembe mawon sare wonten kamar,
speaker67_m_nn_utt14,monggo dipununjuk tehipun mumpung taksih panas,
speaker67_m_nn_utt15,matur nuwun sanget atas bantuanipun,
speaker67_m_nn_utt16,kula mboten saged ndherek acara menika,
speaker67_m_nn_utt17,panjenengan badhe tindak pundi enjing niki,
speaker67_m_nn_utt18,simbah gerah waja sampun tigang dinten,
speaker67_m_nn_utt19,sugeng rawuh wonten ing adicara punika,
speaker67_m_nn_utt20,nyuwun pangapunten kula telat rawuh,
speaker67_m_nn_utt21,regane gula pasir sekilo limang ewu rupiah,
speaker67_m_nn_utt22,saiki wis jam wolu luwih seprapat,
speaker67_m_nn_utt23,dalan menyang solo macet total,
speaker67_m_nn_utt24,tuku bensin rong liter neng pom bensin,
speaker67_m_nn_utt25,wis suwe awakdewe ora ketemu,
speaker67_m_nn_utt26,langite katon mendhung peteng dhedhet,
speaker67_m_nn_utt27,adhiku seneng banget dolanan bal balan,
speaker67_m_nn_utt28,kucingku ilang wingi sore durung ketemu,
speaker67_m_nn_utt29,sampun dangun mboten kepanggih kalih panjenengan,
speaker67_m_nn_utt30,gunung merapi katon gagah saking kadohan,
speaker68_m_nn_utt01,sugeng enjang kulo badhe dhahar,iPhone 13 Pro Max
speaker68_m_nn_utt02,menapa panjenengan sampun siram,iPhone 13 Pro Max
speaker68_m_nn_utt03,kulo badhe tindak dhateng kampus,iPhone 13 Pro Max
speaker68_m_nn_utt04,sakmenika jam pitu enjang,iPhone 13 Pro Max
speaker68_m_nn_utt05,monggo dipun unjuk tehipun,iPhone 13 Pro Max
speaker68_m_nn_utt06,kulo nyuwun pangapunten nggih,iPhone 13 Pro Max
speaker68_m_nn_utt07,dinten menika hawanipun asrep sanget,iPhone 13 Pro Max
speaker68_m_nn_utt08,panjenengan badhe tindak pundi,iPhone 13 Pro Max
speaker68_m_nn_utt09,matur nuwun sanget atas bantuane,iPhone 13 Pro Max
speaker68_m_nn_utt10,kulo badhe tumbas buku tulis,iPhone 13 Pro Max
speaker68_m_nn_utt11,mangga pinarak wonten mriki,iPhone 13 Pro Max
speaker68_m_nn_utt12,sampun dangu mboten kepanggih,iPhone 13 Pro Max
speaker68_m_nn_utt13,badhe nyuwun pirsa dalemipun pak rt,iPhone 13 Pro Max
speaker68_m_nn_utt14,kulo badhe wangsul rumiyin,iPhone 13 Pro Max
speaker68_m_nn_utt15,sakmenika reginipun uwos pinten,iPhone 13 Pro Max
speaker68_m_nn_utt16,kulo mboten ngertos menawi wonten acara,iPhone 13 Pro Max
speaker68_m_nn_utt17,ndherek langkung nuwun sewu,iPhone 13 Pro Max
speaker68_m_nn_utt18,bapak saweg maos koran,iPhone 13 Pro Max
speaker68_m_nn_utt19,ibu nuju masak wonten pawon,iPhone 13 Pro Max
speaker68_m_nn_utt20,adik dolanan bal wonten latar,iPhone 13 Pro Max
speaker68_m_nn_utt21,kulo badhe sare rumiyin,iPhone 13 Pro Max
speaker68_m_nn_utt22,monggo dhahar sesarengan,iPhone 13 Pro Max
speaker68_m_nn_utt23,nyuwun tolong pundhutaken toya,iPhone 13 Pro Max
speaker68_m_nn_utt24,kulo badhe ngerjakaken tugas kuliah,iPhone 13 Pro Max
speaker68_m_nn_utt25,griya kulo celak saking mriki,iPhone 13 Pro Max
speaker68_m_nn_utt26,sampun jam songo dalu,iPhone 13 Pro Max
speaker68_m_nn_utt27,kulo badhe kesah dhateng solo,iPhone 13 Pro Max
speaker68_m_nn_utt28,mbenjing enjang kulo wonten kelas,iPhone 13 Pro Max
speaker68_m_nn_utt29,sakedap malih kulo dugi,iPhone 13 Pro Max
speaker68_m_nn_utt30,mugi mugi tansah pinaringan sehat,iPhone 13 Pro Max
speaker69_m_n_utt01,wis suwe ora ketemu pie kabare,Macbook Air M1
speaker69_m_n_utt02,kuwe ana waktu kosong ora ngko sore,Macbook Air M1
speaker69_m_n_utt03,tumben kuwe teka luwih ndisik biasane tekane paling akhir,Macbook Air M1
speaker69_m_n_utt04,ngapurane aku ora kober mbales pesenmu sakdinanan iki gaweanku akeh banget,Macbook Air M1
speaker69_m_n_utt05,nek ora kabotan oleh takok masalah sing ndek wingi kene bahas bareng,Macbook Air M1
speaker69_m_n_utt06,ngko kene lunga jam pira soale aku kudu siap siap sek ben ora telat,Macbook Air M1
speaker69_m_n_utt07,karuan kene ketemu langsung ning tempate ae ben luwih praktis,Macbook Air M1
speaker69_m_n_utt08,kayake aku bakal teka telat sitik soale jalanane macet pol dina iki,Macbook Air M1
speaker69_m_n_utt09,nek udane ora mandek kayake acarane kene terpaksa kudu ditunda sek ngasi besok,Macbook Air M1
speaker69_m_n_utt10,kabari aku nek kuwe wes tekan ning lokasi ngko aku langsung nyusul merono,Macbook Air M1
speaker69_m_n_utt11,oleh tolong jipuke barang sing ono ning atas meja kui,Macbook Air M1
speaker69_m_n_utt12,aku arep lunga menyang warung sediluk arep titip apa,Macbook Air M1
speaker69_m_n_utt13,rasane dina iki panase pol ngasi kipas ae ora kerasa atise,Macbook Air M1
speaker69_m_n_utt14,aja lali kuncine didokok ning tempat biasane ben ora bingung nggoleke,Macbook Air M1
speaker69_m_n_utt15,panganane wis tak siapke ning meja ngko nek misal kuwe laper tinggal dipanaske,Macbook Air M1
speaker69_m_n_utt16,tugas sing diwenehi ndek wingi angel yo aku ngasik kudu begadang,Macbook Air M1
speaker69_m_n_utt17,tulung diperiksa meneh laporane wedine isih ono sing salah tulis,Macbook Air M1
speaker69_m_n_utt18,rapat dina iki kayake bakal ngenteke waktu akeh soale akeh hal penting sing kudu dibahas,Macbook Air M1
speaker69_m_n_utt19,matur nuwun banget kanggo bantuane kerjaanku dadi luwih cepet bar,Macbook Air M1
speaker69_m_n_utt20,ngapurane kayake aku ora isa melu soale ana urusan mendadak,Macbook Air M1
speaker69_m_n_utt21,sebenere aku pingin lunga tapi awakku rasane kurang sehat seka ndek esuk,Macbook Air M1
speaker69_m_n_utt22,ora maksudku nolak tapi kayake ide kui kurang cocok nek kene terapke saiki,Macbook Air M1
speaker69_m_n_utt23,walah aku lagi sadar nek dompetku keri ing omah pas arep mangkat mau,Macbook Air M1
speaker69_m_n_utt24,kayake sesok sesok ae kene bahas iki saiki sirahku lagi ngelu banget,Macbook Air M1
speaker69_m_n_utt25,menurutku harga panganan ing kene mahal kanggo porsi sing secuplik iki,Macbook Air M1
speaker69_m_n_utt26,aku setuju karo pendapatmu iku emang solusi sing paling cocok kanggo saiki,Macbook Air M1
speaker69_m_n_utt27,jujur ae aku sebenere ora patio paham karo apa sing ndee jelaske mau ning ngarep,Macbook Air M1
speaker69_m_n_utt28,aku salut karo usahamu hasile bener bener ing luar dugaane kene kabeh,Macbook Air M1
speaker69_m_n_utt29,semoga ae kabeh rencana kita dina iki isa lancar ora ana hambatan apa apa,Macbook Air M1
speaker69_m_n_utt30,apa sih sing bok goleki ning donya iki,Macbook Air M1
speaker70_m_nn_utt01,wong sabar rejekine jembar,Laptop Asus Vivobook 15
speaker70_m_nn_utt02,awakmu kudu sekolah men dadi uwong,Laptop Asus Vivobook 15
speaker70_m_nn_utt03,urip nang dunyo iku sakjane mung sepisan,Laptop Asus Vivobook 15
speaker70_m_nn_utt04,narimo ing pandum,Laptop Asus Vivobook 15
speaker70_m_nn_utt05,ojo dumeh karo sek saiki urip nang dunyo iku mung sementara,Laptop Asus Vivobook 15
speaker70_m_nn_utt06,sopo sing nandur yo kui sing bakal manen hasil,Laptop Asus Vivobook 15
speaker70_m_nn_utt07,fokus ojo guyon wae men gaweane enggal rampung,Laptop Asus Vivobook 15
speaker70_m_nn_utt08,nek arep urip e tentrem yo sholawat,Laptop Asus Vivobook 15
speaker70_m_nn_utt09,piye kabare nduk,Laptop Asus Vivobook 15
speaker70_m_nn_utt10,namine sinten cah ayu,Laptop Asus Vivobook 15
speaker70_m_nn_utt11,dahar e ditambah men cepet lemu,Laptop Asus Vivobook 15
speaker70_m_nn_utt12,sugeng enjang seduluripun,Laptop Asus Vivobook 15
speaker70_m_nn_utt13,saiki dinten sebtu wayahe libur,Laptop Asus Vivobook 15
speaker70_m_nn_utt14,semoga enggal mari,Laptop Asus Vivobook 15
speaker70_m_nn_utt15,sugeng sonten kancaku,Laptop Asus Vivobook 15
speaker70_m_nn_utt16,cuaca ne cerah koyo ati ku,Laptop Asus Vivobook 15
speaker70_m_nn_utt17,sinau ojo dolanan hp wae,Laptop Asus Vivobook 15
speaker70_m_nn_utt18,kamarku yen wengi dadi adem banget,Laptop Asus Vivobook 15
speaker70_m_nn_utt19,aku seneng dolanan bareng kanca kancaku sawise bali sekolah,Laptop Asus Vivobook 15
speaker70_m_nn_utt20,tasku iki regane larang,Laptop Asus Vivobook 15
speaker70_m_nn_utt21,aku wedi lewat alas wayah bengi,Laptop Asus Vivobook 15
speaker70_m_nn_utt22,kampungku sepi yen wayah prei,Laptop Asus Vivobook 15
speaker70_m_nn_utt23,tulung simpen file iki ing folder sing bener,Laptop Asus Vivobook 15
speaker70_m_nn_utt24,wong wong kuwi nyiapake presentasi kanggo rapat sesuk,Laptop Asus Vivobook 15
speaker70_m_nn_utt25,sistem iki perlu dianyarke menyang versi paling anyar,Laptop Asus Vivobook 15
speaker70_m_nn_utt26,tulung priksa apa kabeh data wis cocog,Laptop Asus Vivobook 15
speaker70_m_nn_utt27,kita lagi nglumpukake masukan saka para peserta,Laptop Asus Vivobook 15
speaker70_m_nn_utt28,aku bakal nerusake gaweanku sawise ngaso sak bentar,Laptop Asus Vivobook 15
speaker70_m_nn_utt29,aku lagi nyiapake jadwal kanggo dina iki,Laptop Asus Vivobook 15
speaker70_m_nn_utt30,esuk iki cuacane cerah lan anget,Laptop Asus Vivobook 15
